47,E. Nagel,2016,The President the Vice President the Secretary-Treasurer and ARNOLD DRESDEN2
47,C. Hempel,2016,The President the Vice President the Secretary-Treasurer and ARNOLD DRESDEN2
47,W. Quine,2016,The President the Vice President the Secretary-Treasurer and ARNOLD DRESDEN2
47,C. H. Langford,2016,The President the Vice President the Secretary-Treasurer and ARNOLD DRESDEN2
47,Frederic B. Fitch,2016,The President the Vice President the Secretary-Treasurer and ARNOLD DRESDEN2
47,Paul Marhenke,2016,The President the Vice President the Secretary-Treasurer and ARNOLD DRESDEN2
47,C. Duca,2016,The President the Vice President the Secretary-Treasurer and ARNOLD DRESDEN2
48,A. Turing,2011,Alan Turing Universal Turing Machine
49,A. Turing,2014,Turing: Oracles and Computation
50,A. Turing,1953,Review: Arthur W Burks The Logic of Programming Electronic Digital Computers
51,A. Turing,2011,The legacy of Alan Turing Universal Turing Machine
52,A. Turing,2007,Computermaschinerie und Intelligenz (1950)
53,A. Turing,2012,Dusting Off the Turing Test
53,A. Hodges,2012,Dusting Off the Turing Test
54,A. Turing,2007,Computing Machinery and Intelligence AM Turing
55,A. Turing,1986,Maquinas computadoras e inteligencia traduccion
56,A. Turing,1942,A Formal Theorem in Church's Theory of Types
56,M. Newman,1942,A Formal Theorem in Church's Theory of Types
57,A. Turing,1990,The chemical basis of morphogenesis
58,A. Turing,1938,The extensions of a group
59,A. Turing,2019,Development of Moore ’ s Law
59,Olivier Pirson,2019,Development of Moore ’ s Law
59,R. Stallman,2019,Development of Moore ’ s Law
59,D. Knuth,2019,Development of Moore ’ s Law
61,A. Turing,2017,What ’ s Missing from Deep Learning ?
61,B. Olshausen,2017,What ’ s Missing from Deep Learning ?
61,H. Wills,2017,What ’ s Missing from Deep Learning ?
61,J. Neumann,2017,What ’ s Missing from Deep Learning ?
61,M. Minsky,2017,What ’ s Missing from Deep Learning ?
61,J. McCarthy,2017,What ’ s Missing from Deep Learning ?
61,F. Rosenblatt,2017,What ’ s Missing from Deep Learning ?
61,N. Wiener,2017,What ’ s Missing from Deep Learning ?
61,W. McCulloch,2017,What ’ s Missing from Deep Learning ?
61,W. Pitts,2017,What ’ s Missing from Deep Learning ?
61,K. Fukushima,2017,What ’ s Missing from Deep Learning ?
62,A. Turing,1992,A note on normal numbers
63,A. Turing,1989,Manchester computing machine: general topics
63,M. J. Lighthill,1989,Manchester computing machine: general topics
63,G. C. Tootill,1989,Manchester computing machine: general topics
63,J. C. Miller,1989,Manchester computing machine: general topics
63,E. A. Newman,1989,Manchester computing machine: general topics
64,A. Turing,1950,PSYCHOLOGY AND PHILOSOPHY
65,A. Turing,1960,APPENDIX One (B) – On Computable Numbers with an Application to the Entscheidungsproblem A Correction
66,A. Turing,2003,ALAN M TURING'S CRITIQUE OF RUNNING SHORT CRIBS ON THE U S NAVY BOMBE
67,A. Turing,2020,Review of two collections of essays about Alan Turing
67,J. Bowen,2020,Review of two collections of essays about Alan Turing
67,Mark D. Sprevak,2020,Review of two collections of essays about Alan Turing
67,R. Wilson,2020,Review of two collections of essays about Alan Turing
67,A. Bokulich,2020,Review of two collections of essays about Alan Turing
68,A. Turing,2011,Correspondence with [AM Turing]
68,R. Fisher,2011,Correspondence with [AM Turing]
69,A. Turing,2014,• Hilbert spaces Weak derivatives Classical and weak solutions • Galerkin approximation of elliptic equations Spectral approximation Finite element approximation in one dimension Energy estimates • Parabolic PDEs Semigroups of operators Method of lines Stability of numerical
69,Lecturer Sean Holman,2014,• Hilbert spaces Weak derivatives Classical and weak solutions • Galerkin approximation of elliptic equations Spectral approximation Finite element approximation in one dimension Energy estimates • Parabolic PDEs Semigroups of operators Method of lines Stability of numerical
69,January Exam,2014,• Hilbert spaces Weak derivatives Classical and weak solutions • Galerkin approximation of elliptic equations Spectral approximation Finite element approximation in one dimension Energy estimates • Parabolic PDEs Semigroups of operators Method of lines Stability of numerical
70,A. Turing,2005,The Turing–Wilkinson lecture series (1946–7)
70,J. H. Wilkinson,2005,The Turing–Wilkinson lecture series (1946–7)
71,A. Turing,1953,Arthur W Burks The logic of programming electronic digital computers Industrial mathematics (Detroit) vol 1 (1950) pp 36–52
72,A. Turing,1985,The Scientific Conceptualization of Information: A Survey
72,W. McCulloch,1985,The Scientific Conceptualization of Information: A Survey
72,W. Piths,1985,The Scientific Conceptualization of Information: A Survey
72,C. Shannon,1985,The Scientific Conceptualization of Information: A Survey
72,J. Neumann,1985,The Scientific Conceptualization of Information: A Survey
72,N. Wiener,1985,The Scientific Conceptualization of Information: A Survey
73,A. Turing,1937,The p-Function in λ-K-Conversion
74,A. Turing,2015,Convergence Rates for Persistence Diagram Estimation in
74,M. Glisse,2015,Convergence Rates for Persistence Diagram Estimation in
74,Inria Saclay,2015,Convergence Rates for Persistence Diagram Estimation in
74,Catherine Labru,2015,Convergence Rates for Persistence Diagram Estimation in
74,B. Michel,2015,Convergence Rates for Persistence Diagram Estimation in
75,A. Turing,2010,Turing 1950 1 The Imitation Game
76,A. Turing,2012,Could a machine think
76,Pascal M. Ludwig,2012,Could a machine think
76,J. Searle,2012,Could a machine think
77,A. Turing,2012,Watching the Daisies Grow: from Biology to Biomathematics and Bioinformatics — Alan Turing Centenary Special Issue
